ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Iipo_Internet,Cuentas_Diarias
3113-Iwhlc,No,Masculino,0,No,No,5,Sí,No,Dsl,Sí,No,Sí,No,No,No,Mensual,Yes,Cheque Enviado,55.8,274.35,Dsl,1.86
3115-Czmzd,No,Masculino,0,No,Sí,0,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.25,1397.475,No,0.68
3115-Jpjdd,No,Femenino,0,Sí,No,59,Sí,No,Fibra Optica,Sí,No,Sí,No,No,No,Anual,Yes,Tarjeta De Crédito (Automático),81.25,4639.45,Fiber Optic,2.71
3118-Uhvvq,No,Femenino,0,Sí,No,68,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),25.8,1911.5,No,0.86
3120-Fazkd,No,Masculino,0,Sí,Sí,54,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),24.05,1230.9,No,0.8
3125-Rahbv,No,Masculino,0,No,No,22,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Tarjeta De Crédito (Automático),20.3,467.15,No,0.68
3126-Wqmgh,No,Femenino,0,Sí,No,49,Sí,Sí,Dsl,No,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),52.15,2583.75,Dsl,1.74
3128-Yovtd,No,Femenino,0,Sí,Sí,51,Sí,No,Fibra Optica,Sí,Sí,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),79.15,4018.55,Fiber Optic,2.64
3129-Aaqou,No,Femenino,0,Sí,Sí,19,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,25.6,485.9,No,0.85
3130-Icdup,No,Femenino,0,No,Sí,2,Sí,Sí,Fibra Optica,Sí,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),80.55,188.1,Fiber Optic,2.68
3131-Nwvfj,No,Femenino,0,Sí,Sí,14,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.55,294.5,No,0.65
3132-Tvfdz,Sí,Masculino,1,Sí,No,57,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,44.85,2572.95,Dsl,1.5
3133-Pznsr,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,No,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),97.75,6991.6,Fiber Optic,3.26
3134-Dshvc,No,Femenino,0,No,No,63,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,No,Bienal,No,Tarjeta De Crédito (Automático),98.0,6218.45,Fiber Optic,3.27
3137-Lupix,No,Femenino,0,No,No,4,Sí,Sí,Dsl,No,No,No,Sí,Sí,No,Mensual,Yes,Cheque Enviado,64.4,253.0,Dsl,2.15
3137-Nyqqi,No,Masculino,0,Sí,No,17,Sí,No,Dsl,Sí,Sí,No,No,No,Sí,Anual,No,Cheque Enviado,64.8,1175.6,Dsl,2.16
3138-Bkyav,Sí,Masculino,0,No,No,6,Sí,No,Fibra Optica,No,Sí,No,No,Sí,No,Mensual,Yes,Cheque Electronico,85.35,489.45,Fiber Optic,2.84
3143-Ildal,Sí,Masculino,0,No,No,56,Sí,Sí,Fibra Optica,No,Sí,No,Sí,No,Sí,Mensual,Yes,Cheque Electronico,94.45,5124.6,Fiber Optic,3.15
3143-Jqegi,Sí,Femenino,0,Sí,Sí,13,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,No,Cheque Electronico,88.35,1222.8,Fiber Optic,2.94
3144-Audbs,Sí,Femenino,0,Sí,No,6,Sí,No,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Cheque Electronico,49.15,270.8,Dsl,1.64
3144-Kmtwz,No,Masculino,0,Sí,No,71,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),93.25,6669.45,Fiber Optic,3.11
3146-Jtqhr,No,Masculino,0,Sí,No,10,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Transferencia Bancaria (Automática),19.6,189.45,No,0.65
3146-Msegf,No,Femenino,1,Sí,Sí,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),88.05,6425.65,Dsl,2.94
3148-Aoiqt,No,Femenino,0,Sí,No,69,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Tarjeta De Crédito (Automático),24.95,1718.35,No,0.83
3148-Blqjt,Sí,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.1,20.1,No,0.67
3154-Cfszg,No,Masculino,0,Sí,Sí,47,Sí,No,Fibra Optica,Sí,No,Sí,No,No,Sí,Mensual,No,Cheque Electronico,90.05,4137.2,Fiber Optic,3.0
3154-Hmwuu,No,Masculino,0,Sí,No,60,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.5,1198.8,No,0.68
3156-Qlhbo,No,Masculino,0,No,Sí,2,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.25,48.35,No,0.64
3158-Moerk,Sí,Femenino,0,No,No,2,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,96.0,174.8,Fiber Optic,3.2
3160-Tyxlt,No,Masculino,0,No,No,53,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,No,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),46.3,2546.85,Dsl,1.54
3161-Getrm,No,Masculino,0,Sí,Sí,34,Sí,Sí,Fibra Optica,No,No,Sí,No,No,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),90.05,3097.0,Fiber Optic,3.0
3161-Onrwk,No,Masculino,0,Sí,Sí,60,Sí,No,Dsl,Sí,Sí,Sí,Sí,No,No,Anual,Yes,Transferencia Bancaria (Automática),65.85,3928.3,Dsl,2.19
3162-Kkzxo,No,Femenino,1,No,No,55,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque Electronico,100.15,5409.75,Fiber Optic,3.34
3162-Zjzfu,No,Masculino,0,Sí,Sí,53,Sí,No,Fibra Optica,No,Sí,No,Sí,Sí,No,Mensual,Yes,Cheque Electronico,92.55,4779.45,Fiber Optic,3.08
3164-Aalrn,Sí,Masculino,0,No,No,5,Sí,No,Dsl,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque Enviado,70.0,347.4,Dsl,2.33
3164-Yaxfy,No,Masculino,0,No,No,57,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,53.75,3196.0,Dsl,1.79
3165-Hdoew,Sí,Masculino,0,Sí,Sí,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,45.85,45.85,Dsl,1.53
3166-Pneof,No,Femenino,0,No,No,61,Sí,Sí,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),86.45,5175.3,Dsl,2.88
3167-Snqpl,No,Masculino,1,Sí,Sí,38,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,No,Cheque Electronico,101.15,3741.85,Fiber Optic,3.37
3170-Gwykc,No,Femenino,0,No,No,60,Sí,No,Fibra Optica,Sí,No,Sí,Sí,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),104.95,6236.75,Fiber Optic,3.5
3170-Nmyvv,No,Femenino,0,Sí,Sí,50,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),20.15,930.9,No,0.67
3173-Nvmpx,No,Femenino,0,Sí,Sí,9,Sí,Sí,Dsl,No,Sí,No,No,No,No,Mensual,Yes,Cheque Enviado,55.3,501.2,Dsl,1.84
3173-Wssue,No,Femenino,0,Sí,Sí,71,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),19.7,1415.85,No,0.66
3174-Akmas,No,Femenino,0,Sí,No,46,Sí,No,Dsl,No,Sí,No,Sí,Sí,No,Bienal,Yes,Tarjeta De Crédito (Automático),64.2,3009.5,Dsl,2.14
3174-Rkmow,No,Masculino,0,Sí,Sí,35,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,109.95,3782.4,Fiber Optic,3.66
3177-Lasxd,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,71.35,71.35,Fiber Optic,2.38
3178-Cifot,No,Femenino,0,No,No,23,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,Yes,Tarjeta De Crédito (Automático),19.65,478.1,No,0.65
3178-Feszo,Sí,Femenino,0,No,No,1,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),100.25,100.25,Fiber Optic,3.34
3179-Gbrwv,No,Masculino,1,Sí,No,21,Sí,No,Dsl,Sí,Sí,No,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),64.95,1339.8,Dsl,2.16
3181-Mizbn,No,Masculino,0,Sí,Sí,16,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Electronico,19.75,313.4,No,0.66
3181-Vthoe,No,Masculino,0,Sí,No,70,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,Sí,No,Sí,Anual,Yes,Transferencia Bancaria (Automática),51.05,3635.15,Dsl,1.7
3186-Ajiek,No,Masculino,0,No,No,66,Sí,No,Fibra Optica,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),105.65,6844.5,Fiber Optic,3.52
3186-Baxnb,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,Sí,No,Sí,Sí,No,Mensual,No,Cheque Electronico,91.7,91.7,Fiber Optic,3.06
3190-Fzatl,No,Masculino,0,No,Sí,14,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.95,268.4,No,0.66
3190-Itqxp,No,Femenino,0,Sí,Sí,46,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),20.25,890.35,No,0.68
3190-Xfani,Sí,Masculino,0,No,Sí,49,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),100.6,5069.65,Fiber Optic,3.35
3191-Csnmg,No,Femenino,0,Sí,Sí,3,Sí,No,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,80.7,239.45,Fiber Optic,2.69
3192-Lnkrk,No,Masculino,0,Sí,Sí,34,Sí,No,Fibra Optica,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque Enviado,84.05,2909.95,Fiber Optic,2.8
3192-Nqeca,Sí,Masculino,0,Sí,No,68,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),110.0,7611.85,Fiber Optic,3.67
3194-Orpik,Sí,Femenino,0,Sí,Sí,50,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Transferencia Bancaria (Automática),84.4,4116.15,Fiber Optic,2.81
3195-Tqdzx,No,Masculino,0,No,No,3,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Electronico,20.25,61.45,No,0.68
3196-Nvxlz,No,Femenino,0,No,No,25,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Enviado,84.6,2088.05,Fiber Optic,2.82
3197-Arfoy,No,Femenino,1,No,No,19,Sí,No,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque Enviado,105.0,2007.25,Fiber Optic,3.5
3197-Nnynb,No,Masculino,0,No,No,65,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),105.1,6631.85,Fiber Optic,3.5
3198-Velrd,Sí,Femenino,0,Sí,Sí,3,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),84.75,264.85,Fiber Optic,2.82
3199-Npkcn,No,Femenino,0,Sí,No,67,Sí,Sí,Fibra Optica,Sí,No,Sí,Sí,Sí,Sí,Anual,Yes,Cheque Electronico,111.25,7511.65,Fiber Optic,3.71
3199-Xgzcy,No,Femenino,0,No,No,8,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,75.25,576.7,Fiber Optic,2.51
3200-Mnqtf,No,Masculino,0,Sí,No,67,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,No,Bienal,No,Tarjeta De Crédito (Automático),70.9,4677.1,Dsl,2.36
3205-Mxzra,No,Masculino,0,No,No,26,Sí,No,Dsl,No,No,No,Sí,Sí,No,Anual,No,Tarjeta De Crédito (Automático),59.45,1507.0,Dsl,1.98
3207-Oybwh,Sí,Masculino,1,Sí,No,57,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),95.25,5427.05,Fiber Optic,3.18
3208-Ypioe,Sí,Masculino,0,No,No,39,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,75.25,3017.65,Fiber Optic,2.51
3209-Zpkfi,No,Masculino,0,Sí,Sí,47,Sí,Sí,Dsl,No,Sí,No,No,No,No,Mensual,No,Cheque Electronico,54.25,2538.2,Dsl,1.81
3211-Aapkx,No,Masculino,0,No,No,20,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque Enviado,98.55,2031.95,Fiber Optic,3.28
3211-Iljtt,Sí,Masculino,0,Sí,No,17,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),70.4,1214.05,Fiber Optic,2.35
3212-Kxocr,No,Masculino,0,No,No,52,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),21.0,1107.2,No,0.7
3213-Vvolg,No,Masculino,0,Sí,Sí,0,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,25.35,1397.475,No,0.85
3214-Iyuuq,No,Femenino,0,Sí,No,61,Sí,No,Fibra Optica,Sí,Sí,No,Sí,No,Sí,Anual,No,Transferencia Bancaria (Automática),93.7,5860.7,Fiber Optic,3.12
3217-Fzdmn,Sí,Femenino,1,No,No,8,Sí,No,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),94.45,742.95,Fiber Optic,3.15
3219-Jqrsl,No,Femenino,1,Sí,No,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),89.1,6352.4,Dsl,2.97
3221-Cjmsg,No,Masculino,0,No,No,24,Sí,No,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),51.1,1269.6,Dsl,1.7
3223-Dwfio,No,Masculino,1,No,No,4,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,69.35,261.65,Fiber Optic,2.31
3223-Wzwjm,Sí,Masculino,0,No,No,26,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,83.95,2254.2,Fiber Optic,2.8
3224-Dfqnq,No,Femenino,0,Sí,No,66,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,No,No,Anual,No,Cheque Electronico,89.0,5898.6,Fiber Optic,2.97
3227-Wlkli,No,Femenino,0,Sí,Sí,65,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),91.55,5963.95,Dsl,3.05
3229-Uswar,No,Femenino,0,No,No,34,Sí,No,Dsl,Sí,No,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),79.95,2727.3,Dsl,2.66
3230-Iualn,No,Femenino,0,Sí,Sí,45,Sí,No,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Enviado,81.0,3533.6,Dsl,2.7
3230-Jcnzs,No,Femenino,0,Sí,Sí,71,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,No,Bienal,Yes,Tarjeta De Crédito (Automático),99.0,7061.65,Fiber Optic,3.3
3230-Wykir,Sí,Masculino,0,No,No,18,Sí,Sí,Dsl,No,No,Sí,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),82.0,1425.45,Dsl,2.73
3234-Vkacu,No,Masculino,0,No,No,2,Sí,No,Dsl,No,No,No,Sí,Sí,Sí,Mensual,No,Cheque Electronico,70.3,132.4,Dsl,2.34
3235-Etoob,Sí,Masculino,0,Sí,No,8,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,74.5,609.9,Fiber Optic,2.48
3237-Ajgeh,Sí,Femenino,0,Sí,Sí,3,No,Sin Servicio De Teléfono,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Cheque Enviado,31.0,95.05,Dsl,1.03
3239-Tphpz,No,Femenino,0,Sí,No,12,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Cheque Electronico,20.05,264.55,No,0.67
3243-Zhohy,No,Femenino,0,No,No,16,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,20.1,296.15,No,0.67
3244-Cqphu,No,Femenino,1,No,No,72,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),110.1,7746.7,Fiber Optic,3.67
3244-Dcjwy,Sí,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,70.25,70.25,Fiber Optic,2.34
3247-Mhjkm,No,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.2,20.2,No,0.67
3247-Zvouo,Sí,Masculino,1,Sí,No,10,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,No,Cheque Electronico,85.55,851.75,Fiber Optic,2.85
3249-Vhrip,No,Femenino,0,No,No,62,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,No,No,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),43.6,2748.7,Dsl,1.45
3249-Zpqrg,Sí,Masculino,0,No,No,4,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,No,Cheque Electronico,78.45,330.05,Fiber Optic,2.62
3251-Ymvwz,No,Masculino,0,No,No,53,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Transferencia Bancaria (Automática),24.05,1301.9,No,0.8
3253-Hkokl,No,Femenino,0,Sí,Sí,52,Sí,No,Fibra Optica,Sí,No,Sí,No,Sí,Sí,Anual,No,Cheque Electronico,100.3,5244.45,Fiber Optic,3.34
3254-Yrilk,Sí,Masculino,1,No,No,19,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,No,Mensual,Yes,Cheque Electronico,88.2,1775.8,Fiber Optic,2.94
3255-Grxmg,No,Masculino,0,No,Sí,18,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),45.65,747.2,Dsl,1.52
3256-Ezdbi,No,Masculino,1,Sí,No,51,No,Sin Servicio De Teléfono,Dsl,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),29.45,1459.35,Dsl,0.98
3258-Sanfr,No,Masculino,1,No,No,6,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),44.7,276.5,Dsl,1.49
3258-Sysws,No,Masculino,1,No,No,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),113.8,7845.8,Fiber Optic,3.79
3258-Zkpai,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),116.6,8337.45,Fiber Optic,3.89
3259-Fdwoy,Sí,Masculino,0,Sí,Sí,71,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),106.0,7723.7,Fiber Optic,3.53
3259-Knmrr,No,Masculino,1,No,No,57,Sí,Sí,Dsl,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),79.75,4438.2,Dsl,2.66
3259-Qmxun,No,Masculino,0,Sí,No,58,Sí,Sí,Dsl,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Cheque Electronico,86.1,4890.5,Dsl,2.87
3261-Cqxol,No,Femenino,0,Sí,Sí,71,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),25.45,1813.35,No,0.85
3262-Eidhv,No,Femenino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),84.7,5893.9,Dsl,2.82
3266-Ftkhb,No,Masculino,0,No,No,17,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.15,343.45,No,0.64
3269-Atywd,Sí,Masculino,1,No,No,39,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),95.65,3759.05,Fiber Optic,3.19
3272-Vuhpv,No,Femenino,0,Sí,Sí,8,Sí,No,Dsl,No,Sí,No,Sí,No,No,Mensual,No,Transferencia Bancaria (Automática),56.3,401.5,Dsl,1.88
3274-Nsdwe,No,Femenino,0,No,No,68,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),19.6,1441.65,No,0.65
3275-Rhrne,No,Masculino,0,Sí,Sí,28,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),60.0,1682.05,Dsl,2.0
3276-Hdueg,Sí,Femenino,0,No,No,1,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,75.05,75.05,Fiber Optic,2.5
3278-Fsixx,No,Femenino,0,No,No,2,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,45.25,74.2,Dsl,1.51
3279-Dyzqm,No,Masculino,0,Sí,Sí,71,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.45,1378.45,No,0.65
3280-Mrdof,No,Masculino,1,No,No,30,Sí,Sí,Dsl,No,No,Sí,Sí,Sí,No,Bienal,Yes,Tarjeta De Crédito (Automático),69.1,2093.9,Dsl,2.3
3280-Nmuvx,No,Masculino,0,Sí,Sí,34,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Tarjeta De Crédito (Automático),19.6,678.8,No,0.65
3282-Ziszv,No,Masculino,0,No,Sí,32,Sí,Sí,Dsl,No,Sí,Sí,Sí,Sí,Sí,Anual,No,Tarjeta De Crédito (Automático),83.7,2633.3,Dsl,2.79
3283-Wcwxt,No,Masculino,0,Sí,Sí,6,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,25.4,153.3,No,0.85
